Date,Year,Month number,Crime Type,Offence category,Offence type,Reporting Region,Location,Location Type,Population,Alcohol involvement,DV involvement,Counting Rules Era,is_break_month,Number of offences
2026-02,2026,2,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,Darwin,Darwin,Urban,139902.0,-,-,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Sexual Offences,03 Sexual offences,032 Sexual assault of a child,Darwin,Darwin,Urban,139902.0,-,-,Post-Apr-2025 (ANZSOC),False,5
2026-02,2026,2,Sexual Offences,03 Sexual offences,"033, 034 Other child-related sexual offences",Darwin,Darwin,Urban,139902.0,-,-,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Sexual Offences,03 Sexual offences,"035, 039 Other sexual offences",Darwin,Darwin,Urban,139902.0,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,East Arnhem,Remote,6989.0,No,No,Post-Apr-2025 (ANZSOC),False,8
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,East Arnhem,Remote,6989.0,No,Yes,Post-Apr-2025 (ANZSOC),False,8
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,East Arnhem,Remote,6989.0,Yes,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,East Arnhem,Remote,6989.0,Yes,Yes,Post-Apr-2025 (ANZSOC),False,6
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,East Arnhem,Remote,6989.0,No,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,10
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,9
2026-02,2026,2,General Theft,07 Theft,07* Other theft,NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,6
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Homicide,01 Homicide,0110 Murder,NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,18
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Sexual Offences,03 Sexual offences,"033, 034 Other child-related sexual offences",NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Sexual Offences,03 Sexual offences,"035, 039 Other sexual offences",NT Balance,East Arnhem,Remote,6989.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Elsey,Remote,,No,Yes,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Elsey,Remote,,Yes,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Elsey,Remote,,Yes,Yes,Post-Apr-2025 (ANZSOC),False,5
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Elsey,Remote,,No,Yes,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Elsey,Remote,,Yes,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Elsey,Remote,,Yes,Yes,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Elsey,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",NT Balance,Elsey,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Elsey,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Elsey,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Elsey,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Gulf,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Gulf,Remote,,No,Yes,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Gulf,Remote,,Yes,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Gulf,Remote,,Yes,Yes,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,Gulf,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,Gulf,Remote,,Yes,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Gulf,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,General Theft,07 Theft,07* Other theft,NT Balance,Gulf,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Gulf,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,NT Balance,Gulf,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Gulf,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Gulf,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Howard Springs,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,14
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Howard Springs,Remote,,No,Yes,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Howard Springs,Remote,,Yes,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Howard Springs,Remote,,Yes,Yes,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Howard Springs,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,10
2026-02,2026,2,General Theft,07 Theft,07* Other theft,NT Balance,Howard Springs,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,6
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Howard Springs,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,NT Balance,Howard Springs,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Howard Springs,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,8
2026-02,2026,2,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,NT Balance,Howard Springs,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,Howard Springs,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Humpty Doo,Remote,,No,Yes,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Humpty Doo,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,General Theft,07 Theft,071 Motor vehicle theft and related offences,NT Balance,Humpty Doo,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,General Theft,07 Theft,07* Other theft,NT Balance,Humpty Doo,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Humpty Doo,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,Humpty Doo,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Katherine,Katherine,Regional,10000.0,No,No,Post-Apr-2025 (ANZSOC),False,13
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Katherine,Katherine,Regional,10000.0,No,Yes,Post-Apr-2025 (ANZSOC),False,22
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Katherine,Katherine,Regional,10000.0,Yes,No,Post-Apr-2025 (ANZSOC),False,5
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Katherine,Katherine,Regional,10000.0,Yes,Yes,Post-Apr-2025 (ANZSOC),False,25
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Katherine,Katherine,Regional,10000.0,No,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Katherine,Katherine,Regional,10000.0,Yes,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Katherine,Katherine,Regional,10000.0,Yes,Yes,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,Katherine,Katherine,Regional,10000.0,No,No,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,Katherine,Katherine,Regional,10000.0,No,Yes,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,Katherine,Katherine,Regional,10000.0,Yes,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,Katherine,Katherine,Regional,10000.0,Yes,Yes,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,11
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,General Theft,07 Theft,071 Motor vehicle theft and related offences,Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,General Theft,07 Theft,07* Other theft,Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,37
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,5
2026-02,2026,2,Homicide,01 Homicide,0132 Driving causing death,Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,55
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,17
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,12
2026-02,2026,2,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,5
2026-02,2026,2,Sexual Offences,03 Sexual offences,"035, 039 Other sexual offences",Katherine,Katherine,Regional,10000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Nhulunbuy,Nhulunbuy,Remote,4000.0,No,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Nhulunbuy,Nhulunbuy,Remote,4000.0,No,Yes,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Nhulunbuy,Nhulunbuy,Remote,4000.0,Yes,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Nhulunbuy,Nhulunbuy,Remote,4000.0,Yes,Yes,Post-Apr-2025 (ANZSOC),False,5
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,Nhulunbuy,Nhulunbuy,Remote,4000.0,Yes,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,General Theft,07 Theft,07* Other theft,Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Post-Apr-2025 (ANZSOC),False,5
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Palmerston,Palmerston,Urban,37247.0,No,No,Post-Apr-2025 (ANZSOC),False,15
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Palmerston,Palmerston,Urban,37247.0,No,Yes,Post-Apr-2025 (ANZSOC),False,16
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Palmerston,Palmerston,Urban,37247.0,Yes,No,Post-Apr-2025 (ANZSOC),False,8
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Palmerston,Palmerston,Urban,37247.0,Yes,Yes,Post-Apr-2025 (ANZSOC),False,35
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Palmerston,Palmerston,Urban,37247.0,No,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Palmerston,Palmerston,Urban,37247.0,No,Yes,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Palmerston,Palmerston,Urban,37247.0,Yes,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,Palmerston,Palmerston,Urban,37247.0,No,No,Post-Apr-2025 (ANZSOC),False,5
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,Palmerston,Palmerston,Urban,37247.0,Yes,No,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,Palmerston,Palmerston,Urban,37247.0,Yes,Yes,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,General Theft,07 Theft,071 Motor vehicle theft and related offences,Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,9
2026-02,2026,2,General Theft,07 Theft,07* Other theft,Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,89
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,12
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,109
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,18
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,6
2026-02,2026,2,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Sexual Offences,03 Sexual offences,"035, 039 Other sexual offences",Palmerston,Palmerston,Urban,37247.0,-,-,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Petermann - Simpson,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Petermann - Simpson,Remote,,Yes,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,General Theft,07 Theft,07* Other theft,NT Balance,Petermann - Simpson,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,6
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Petermann - Simpson,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",NT Balance,Petermann - Simpson,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Sandover - Plenty,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Sandover - Plenty,Remote,,No,Yes,Post-Apr-2025 (ANZSOC),False,7
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Sandover - Plenty,Remote,,Yes,Yes,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Sandover - Plenty,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,General Theft,07 Theft,071 Motor vehicle theft and related offences,NT Balance,Sandover - Plenty,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",NT Balance,Sandover - Plenty,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Sandover - Plenty,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,NT Balance,Sandover - Plenty,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Sandover - Plenty,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Tanami,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Tanami,Remote,,No,Yes,Post-Apr-2025 (ANZSOC),False,7
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Tanami,Remote,,Yes,Yes,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Tanami,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,General Theft,07 Theft,07* Other theft,NT Balance,Tanami,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Tanami,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Tanami,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Tanami,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Tennant Creek,Tennant Creek,Regional,3000.0,No,No,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Tennant Creek,Tennant Creek,Regional,3000.0,No,Yes,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Tennant Creek,Tennant Creek,Regional,3000.0,Yes,No,Post-Apr-2025 (ANZSOC),False,3
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,Tennant Creek,Tennant Creek,Regional,3000.0,Yes,Yes,Post-Apr-2025 (ANZSOC),False,17
2026-02,2026,2,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Tennant Creek,Tennant Creek,Regional,3000.0,Yes,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,023 Common Assault,Tennant Creek,Tennant Creek,Regional,3000.0,No,No,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Post-Apr-2025 (ANZSOC),False,5
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,General Theft,07 Theft,071 Motor vehicle theft and related offences,Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,General Theft,07 Theft,07* Other theft,Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Post-Apr-2025 (ANZSOC),False,12
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Property Damage,11 Property damage offences,11 Property damage offences,Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Post-Apr-2025 (ANZSOC),False,39
2026-02,2026,2,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Post-Apr-2025 (ANZSOC),False,6
2026-02,2026,2,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Thamarrurr,Remote,,No,No,Post-Apr-2025 (ANZSOC),False,6
2026-02,2026,2,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Thamarrurr,Remote,,No,Yes,Post-Apr-2025 (ANZSOC),False,9
2026-02,2026,2,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Thamarrurr,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,4
2026-02,2026,2,General Theft,07 Theft,07* Other theft,NT Balance,Thamarrurr,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,2
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Thamarrurr,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,1
2026-02,2026,2,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,NT Balance,Thamarrurr,Remote,,-,-,Post-Apr-2025 (ANZSOC),False,3
